date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:29:28	176/176	---M--	200	added ('OK')	image/png	etag:%220f8d1a319d1d21:0%22	http://daotao.hutech.edu.vn/App_Themes/Standard/Images/center-phone.png	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/App_Themes/Standard/Images/center-phone.png	(from http://daotao.hutech.edu.vn/App_Themes/Standard/Standard.css)
09:29:28	327/327	---M--	200	added ('OK')	image/png	etag:%220f8d1a319d1d21:0%22	http://daotao.hutech.edu.vn/App_Themes/Standard/Images/right-phone.png	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/App_Themes/Standard/Images/right-phone.png	(from http://daotao.hutech.edu.vn/App_Themes/Standard/Standard.css)
09:29:29	333/333	---M--	200	added ('OK')	image/png	etag:%220cba0a219d1d21:0%22	http://daotao.hutech.edu.vn/App_Themes/Standard/Images/over-left-menu.png	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/App_Themes/Standard/Images/over-left-menu.png	(from http://daotao.hutech.edu.vn/App_Themes/Standard/Standard.css)
09:29:29	181/181	---M--	200	added ('OK')	image/png	etag:%220f8d1a319d1d21:0%22	http://daotao.hutech.edu.vn/App_Themes/Standard/Images/over-center-menu.png	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/App_Themes/Standard/Images/over-center-menu.png	(from http://daotao.hutech.edu.vn/App_Themes/Standard/Standard.css)
09:29:29	337/337	---M--	200	added ('OK')	image/png	etag:%220f8d1a319d1d21:0%22	http://daotao.hutech.edu.vn/App_Themes/Standard/Images/over-right-menu.png	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/App_Themes/Standard/Images/over-right-menu.png	(from http://daotao.hutech.edu.vn/App_Themes/Standard/Standard.css)
09:29:29	306/306	---M--	200	added ('OK')	image/png	etag:%220cba0a219d1d21:0%22	http://daotao.hutech.edu.vn/App_Themes/Standard/Images/line-menu.png	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/App_Themes/Standard/Images/line-menu.png	(from http://daotao.hutech.edu.vn/App_Themes/Standard/Standard.css)
09:29:30	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2024%20Oct%202021%2016:34:56%20GMT	http://daotao.hutech.edu.vn/App_Themes/Standard/App_Themes/Standard/Images/menuNavigateLog.png	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/App_Themes/Standard/App_Themes/Standard/Images/menuNavigateLog.75.delayed	(from http://daotao.hutech.edu.vn/App_Themes/Standard/Standard.css)
09:29:30	621/621	---M--	200	added ('OK')	image/png	etag:%220f8d1a319d1d21:0%22	http://daotao.hutech.edu.vn/App_Themes/Standard/Images/button.png	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/App_Themes/Standard/Images/button.png	(from http://daotao.hutech.edu.vn/App_Themes/Standard/Standard.css)
09:29:30	651/651	---M--	200	added ('OK')	image/png	etag:%220cba0a219d1d21:0%22	http://daotao.hutech.edu.vn/App_Themes/Standard/Images/buttonL.png	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/App_Themes/Standard/Images/buttonL.png	(from http://daotao.hutech.edu.vn/App_Themes/Standard/Standard.css)
09:29:31	1470/1470	---M--	200	added ('OK')	image/png	etag:%220cba0a219d1d21:0%22	http://daotao.hutech.edu.vn/App_Themes/Standard/Images/buttonOverL.png	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/App_Themes/Standard/Images/buttonOverL.png	(from http://daotao.hutech.edu.vn/App_Themes/Standard/Standard.css)
09:29:31	974/974	---M--	200	added ('OK')	image/png	etag:%2202d758f821bca1:0%22	http://daotao.hutech.edu.vn/App_Themes/Standard/Images/butonleft.png	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/App_Themes/Standard/Images/butonleft.png	(from http://daotao.hutech.edu.vn/App_Themes/Standard/Standard.css)
09:29:32	1610/1610	---M--	200	added ('OK')	image/png	etag:%2202d758f821bca1:0%22	http://daotao.hutech.edu.vn/App_Themes/Standard/Images/butonleft2.png	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/App_Themes/Standard/Images/butonleft2.png	(from http://daotao.hutech.edu.vn/App_Themes/Standard/Standard.css)
09:29:32	716/716	---M--	200	added ('OK')	image/png	etag:%2202d758f821bca1:0%22	http://daotao.hutech.edu.vn/App_Themes/Standard/Images/butongiua.png	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/App_Themes/Standard/Images/butongiua.png	(from http://daotao.hutech.edu.vn/App_Themes/Standard/Standard.css)
09:29:33	1183/1183	---M--	200	added ('OK')	image/png	etag:%2202d758f821bca1:0%22	http://daotao.hutech.edu.vn/App_Themes/Standard/Images/butongiua2.png	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/App_Themes/Standard/Images/butongiua2.png	(from http://daotao.hutech.edu.vn/App_Themes/Standard/Standard.css)
09:29:33	992/992	---M--	200	added ('OK')	image/png	etag:%2202d758f821bca1:0%22	http://daotao.hutech.edu.vn/App_Themes/Standard/Images/butonright.png	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/App_Themes/Standard/Images/butonright.png	(from http://daotao.hutech.edu.vn/App_Themes/Standard/Standard.css)
09:29:33	1892/1892	---M--	200	added ('OK')	image/png	etag:%2202d758f821bca1:0%22	http://daotao.hutech.edu.vn/App_Themes/Standard/Images/butonright2.png	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/App_Themes/Standard/Images/butonright2.png	(from http://daotao.hutech.edu.vn/App_Themes/Standard/Standard.css)
09:29:34	1383/1383	---M--	200	added ('OK')	image/png	etag:%220cba0a219d1d21:0%22	http://daotao.hutech.edu.vn/App_Themes/Standard/Images/buttonOver.png	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/App_Themes/Standard/Images/buttonOver.png	(from http://daotao.hutech.edu.vn/App_Themes/Standard/Standard.css)
09:29:34	567/567	---M--	200	added ('OK')	image/png	etag:%2202d758f821bca1:0%22	http://daotao.hutech.edu.vn/App_Themes/Standard/Images/menuLogRight.png	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/App_Themes/Standard/Images/menuLogRight.png	(from http://daotao.hutech.edu.vn/App_Themes/Standard/Standard.css)
09:29:34	328/328	---M--	200	added ('OK')	image/png	etag:%220cba0a219d1d21:0%22	http://daotao.hutech.edu.vn/App_Themes/Standard/Images/icons-link.png	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/App_Themes/Standard/Images/icons-link.png	(from http://daotao.hutech.edu.vn/App_Themes/Standard/Standard.css)
09:29:35	198/198	---M--	200	added ('OK')	image/png	etag:%220cba0a219d1d21:0%22	http://daotao.hutech.edu.vn/App_Themes/Standard/Images/content-line.png	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/App_Themes/Standard/Images/content-line.png	(from http://daotao.hutech.edu.vn/App_Themes/Standard/Standard.css)
09:29:35	279/279	---M--	200	added ('OK')	image/png	etag:%220cba0a219d1d21:0%22	http://daotao.hutech.edu.vn/App_Themes/Standard/Images/quick-searchbg.png	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/App_Themes/Standard/Images/quick-searchbg.png	(from http://daotao.hutech.edu.vn/App_Themes/Standard/Standard.css)
09:29:35	426/426	---M--	200	added ('OK')	image/png	etag:%220cba0a219d1d21:0%22	http://daotao.hutech.edu.vn/App_Themes/Standard/Images/Block-Top-Left.png	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/App_Themes/Standard/Images/Block-Top-Left.png	(from http://daotao.hutech.edu.vn/App_Themes/Standard/Standard.css)
09:29:36	144/144	---M--	200	added ('OK')	image/png	etag:%220cba0a219d1d21:0%22	http://daotao.hutech.edu.vn/App_Themes/Standard/Images/Block-Top-Center.png	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/App_Themes/Standard/Images/Block-Top-Center.png	(from http://daotao.hutech.edu.vn/App_Themes/Standard/Standard.css)
09:29:37	7156/7156	---M--	200	added ('OK')	image/png	etag:%220cba0a219d1d21:0%22	http://daotao.hutech.edu.vn/App_Themes/Standard/Images/Block-Icon.png	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/App_Themes/Standard/Images/Block-Icon.png	(from http://daotao.hutech.edu.vn/App_Themes/Standard/Standard.css)
09:29:37	391/391	---M--	200	added ('OK')	image/png	etag:%220cba0a219d1d21:0%22	http://daotao.hutech.edu.vn/App_Themes/Standard/Images/Block-Top-Right.png	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/App_Themes/Standard/Images/Block-Top-Right.png	(from http://daotao.hutech.edu.vn/App_Themes/Standard/Standard.css)
09:29:38	129/129	---M--	200	added ('OK')	image/png	etag:%220f8d1a319d1d21:0%22	http://daotao.hutech.edu.vn/App_Themes/Standard/Images/Block-Center-Left.png	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/App_Themes/Standard/Images/Block-Center-Left.png	(from http://daotao.hutech.edu.vn/App_Themes/Standard/Standard.css)
09:29:38	129/129	---M--	200	added ('OK')	image/png	etag:%220f8d1a319d1d21:0%22	http://daotao.hutech.edu.vn/App_Themes/Standard/Images/Block-Center-Right.png	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/App_Themes/Standard/Images/Block-Center-Right.png	(from http://daotao.hutech.edu.vn/App_Themes/Standard/Standard.css)
09:29:38	274/274	---M--	200	added ('OK')	image/png	etag:%220cba0a219d1d21:0%22	http://daotao.hutech.edu.vn/App_Themes/Standard/Images/Block-Bottom-Left.png	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/App_Themes/Standard/Images/Block-Bottom-Left.png	(from http://daotao.hutech.edu.vn/App_Themes/Standard/Standard.css)
09:29:39	136/136	---M--	200	added ('OK')	image/png	etag:%220f8d1a319d1d21:0%22	http://daotao.hutech.edu.vn/App_Themes/Standard/Images/Block-Bottom-Center.png	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/App_Themes/Standard/Images/Block-Bottom-Center.png	(from http://daotao.hutech.edu.vn/App_Themes/Standard/Standard.css)
09:29:39	262/262	---M--	200	added ('OK')	image/png	etag:%220f8d1a319d1d21:0%22	http://daotao.hutech.edu.vn/App_Themes/Standard/Images/Block-Bottom-Right.png	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/App_Themes/Standard/Images/Block-Bottom-Right.png	(from http://daotao.hutech.edu.vn/App_Themes/Standard/Standard.css)
09:29:39	192/192	---M--	200	added ('OK')	image/png	etag:%220cba0a219d1d21:0%22	http://daotao.hutech.edu.vn/App_Themes/Standard/Images/icons.png	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/App_Themes/Standard/Images/icons.png	(from http://daotao.hutech.edu.vn/App_Themes/Standard/Standard.css)
09:29:40	796/796	---M--	200	added ('OK')	image/png	etag:%220cba0a219d1d21:0%22	http://daotao.hutech.edu.vn/App_Themes/Standard/Images/top-info.png	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/App_Themes/Standard/Images/top-info.png	(from http://daotao.hutech.edu.vn/App_Themes/Standard/Standard.css)
09:29:40	179/179	---M--	200	added ('OK')	image/png	etag:%220cba0a219d1d21:0%22	http://daotao.hutech.edu.vn/App_Themes/Standard/Images/center-infor.png	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/App_Themes/Standard/Images/center-infor.png	(from http://daotao.hutech.edu.vn/App_Themes/Standard/Standard.css)
09:29:40	647/647	---M--	200	added ('OK')	image/png	etag:%220cba0a219d1d21:0%22	http://daotao.hutech.edu.vn/App_Themes/Standard/Images/bottom-infor.png	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/App_Themes/Standard/Images/bottom-infor.png	(from http://daotao.hutech.edu.vn/App_Themes/Standard/Standard.css)
09:29:40	208/208	---M--	200	added ('OK')	image/png	etag:%220cba0a219d1d21:0%22	http://daotao.hutech.edu.vn/App_Themes/Standard/Images/FooterBg.png	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/App_Themes/Standard/Images/FooterBg.png	(from http://daotao.hutech.edu.vn/App_Themes/Standard/Standard.css)
09:29:42	7050/7050	---M--	200	added ('OK')	image/gif	etag:%2202d758f821bca1:0%22	http://daotao.hutech.edu.vn/App_Themes/Standard/Images/bg_snow.gif	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/App_Themes/Standard/Images/bg_snow.gif	(from http://daotao.hutech.edu.vn/App_Themes/Standard/Standard.css)
09:29:42	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2024%20Oct%202021%2016:35:08%20GMT	http://daotao.hutech.edu.vn/App_Themes/Standard/App_Themes/Standard/Images/baseBackground.png	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/App_Themes/Standard/App_Themes/Standard/Images/baseBackground.93.delayed	(from http://daotao.hutech.edu.vn/App_Themes/Standard/Standard.css)
09:29:43	112/112	---M--	200	added ('OK')	image/png	etag:%2202d758f821bca1:0%22	http://daotao.hutech.edu.vn/App_Themes/Standard/Images/kecham.png	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/App_Themes/Standard/Images/kecham.png	(from http://daotao.hutech.edu.vn/App_Themes/Standard/Standard.css)
09:29:43	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2024%20Oct%202021%2016:35:08%20GMT	http://daotao.hutech.edu.vn/POST	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/POST.95.delayed	(from http://daotao.hutech.edu.vn/WebResource.axd?d=6ugCZcyPuSWDe9IcxOyzEGn8TJb863JPkmZG3GnXZ0yPLIVHMvsUwcCcW96BZ5FGejhFkS0BCt2n5ionU0J_kvD4kMM1&t=637291813376503783)
09:29:44	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2024%20Oct%202021%2016:35:10%20GMT	http://daotao.hutech.edu.vn/Firefox/	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/Firefox/index.html	(from http://daotao.hutech.edu.vn/ScriptResource.axd?d=yv5c6ymw8p4UGBYZOCj-Mx89s9UecMOiRl-n8-qqRcXXqORzWiuWJvqzuqxG0WytDZmhB4iRjsKuvvhcN5VLl0o3sumEk-h7fCvtbwTvuFSy8DTZ--qxdb9I3ZHMAqCj2HF93Lm4c0Nem_4R3iE_IM0eLeYqwbsLZRh-0wZNdL7DxRrU0&t=3f4a792d)
09:29:45	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2024%20Oct%202021%2016:35:10%20GMT	http://daotao.hutech.edu.vn/AppleWebKit/	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/AppleWebKit/index.html	(from http://daotao.hutech.edu.vn/ScriptResource.axd?d=yv5c6ymw8p4UGBYZOCj-Mx89s9UecMOiRl-n8-qqRcXXqORzWiuWJvqzuqxG0WytDZmhB4iRjsKuvvhcN5VLl0o3sumEk-h7fCvtbwTvuFSy8DTZ--qxdb9I3ZHMAqCj2HF93Lm4c0Nem_4R3iE_IM0eLeYqwbsLZRh-0wZNdL7DxRrU0&t=3f4a792d)
09:29:46	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2024%20Oct%202021%2016:35:11%20GMT	http://daotao.hutech.edu.vn/Opera/	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/Opera/index.html	(from http://daotao.hutech.edu.vn/ScriptResource.axd?d=yv5c6ymw8p4UGBYZOCj-Mx89s9UecMOiRl-n8-qqRcXXqORzWiuWJvqzuqxG0WytDZmhB4iRjsKuvvhcN5VLl0o3sumEk-h7fCvtbwTvuFSy8DTZ--qxdb9I3ZHMAqCj2HF93Lm4c0Nem_4R3iE_IM0eLeYqwbsLZRh-0wZNdL7DxRrU0&t=3f4a792d)
09:29:46	3177/3177	---M--	200	added ('OK')	image/png	etag:%22df944217e6d5ce1:0%22	http://daotao.hutech.edu.vn/Images/bg_heading_thongbao.png	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/Images/bg_heading_thongbao.png	(from http://daotao.hutech.edu.vn/Default.aspx?page=dangnhap)
09:29:47	0/-1	---M--	302	error ('')			http://daotao.hutech.edu.vn/default.aspx?page=xemdiemthi	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/default.979159.delayed	(from http://daotao.hutech.edu.vn/Default.aspx?page=dangnhap)
09:29:47	0/-1	---M--	302	error ('')			http://daotao.hutech.edu.vn/default.aspx?page=xemdiemthi	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/default.989159.delayed	(from http://daotao.hutech.edu.vn/Default.aspx?page=gioithieu)
09:29:47	0/-1	---M--	301	error ('')			http://hutech.vn/homepage/images/new.gif	C:/My%20Web%20Sites/daotaoohutech/hutech.vn/homepage/images/new.99.delayed	(from http://daotao.hutech.edu.vn/Default.aspx?page=gioithieu)
09:29:47	0/-1	---M--	301	error ('')			http://www.hutech.edu.vn/homepage/images/new.gif	C:/My%20Web%20Sites/daotaoohutech/www.hutech.edu.vn/homepage/images/new.9a.delayed	(from http://daotao.hutech.edu.vn/Default.aspx?page=gioithieu)
09:29:47	0/-1	---M--	302	error ('')			https://www.hutech.edu.vn/homepage/images/new.gif	C:/My%20Web%20Sites/daotaoohutech/www.hutech.edu.vn/homepage/images/new.9b.delayed	(from http://daotao.hutech.edu.vn/Default.aspx?page=gioithieu)
09:29:47	0/-1	---M--	301	error ('')			http://hutech.vn/homepage/images/new.gif	C:/My%20Web%20Sites/daotaoohutech/hutech.vn/homepage/images/new.9c.delayed	(from http://daotao.hutech.edu.vn/default.aspx?page=chitietthongtin&id=11)
09:29:47	0/-1	---M--	301	error ('')			http://www.hutech.edu.vn/homepage/images/new.gif	C:/My%20Web%20Sites/daotaoohutech/www.hutech.edu.vn/homepage/images/new.9d.delayed	(from http://daotao.hutech.edu.vn/default.aspx?page=chitietthongtin&id=11)
09:29:47	0/-1	---M--	302	error ('')			https://www.hutech.edu.vn/homepage/images/new.gif	C:/My%20Web%20Sites/daotaoohutech/www.hutech.edu.vn/homepage/images/new.9e.delayed	(from http://daotao.hutech.edu.vn/default.aspx?page=chitietthongtin&id=11)
09:30:34	1647104/1647104	---M--	200	added ('OK')	application/vnd.ms-excel	etag:%220688c61e524d51:0%22	http://daotao.hutech.edu.vn/Upload/file/MH%20tuong%20duong/MHTD%20P.DT.xls	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/Upload/file/MH%20tuong%20duong/MHTD%20P.DT.xls	(from http://daotao.hutech.edu.vn/)
09:30:59	1435806/1435806	---M--	200	added ('OK')	image/bmp	etag:%222cf582db7aacc1:0%22	http://daotao.hutech.edu.vn/Upload/file/phieu%20ket%20qua%20dang%20ky%20hoc%20phan.bmp	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/Upload/file/phieu%20ket%20qua%20dang%20ky%20hoc%20phan.bmp	(from http://daotao.hutech.edu.vn/)
09:56:19	46259195/46259195	---M--	200	added ('OK')	video/x-ms-wmv	etag:%220e881e4da9cb1:0%22	http://daotao.hutech.edu.vn/Upload/file/huong%20dan%20dang%20ky%20mon%20hoc%20Video%20web.wmv	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/Upload/file/huong%20dan%20dang%20ky%20mon%20hoc%20Video%20web.wmv	(from http://daotao.hutech.edu.vn/)
09:56:20	0/-1	---M--	302	error ('')			http://daotao.hutech.edu.vn/default.aspx?page=xemdiemthi	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/default.9f9159.delayed	(from http://daotao.hutech.edu.vn/default.aspx?page=dangnhap)
09:56:20	0/-1	---M--	301	error ('')			http://hutech.vn/homepage/images/new.gif	C:/My%20Web%20Sites/daotaoohutech/hutech.vn/homepage/images/new.a0.delayed	(from http://daotao.hutech.edu.vn/default.aspx?page=chitietthongtin&id=10)
09:56:20	0/-1	---M--	301	error ('')			http://www.hutech.edu.vn/homepage/images/new.gif	C:/My%20Web%20Sites/daotaoohutech/www.hutech.edu.vn/homepage/images/new.a1.delayed	(from http://daotao.hutech.edu.vn/default.aspx?page=chitietthongtin&id=10)
09:56:20	0/-1	---M--	302	error ('')			https://www.hutech.edu.vn/homepage/images/new.gif	C:/My%20Web%20Sites/daotaoohutech/www.hutech.edu.vn/homepage/images/new.a2.delayed	(from http://daotao.hutech.edu.vn/default.aspx?page=chitietthongtin&id=10)
09:56:25	0/-1	---M--	302	error ('')			http://daotao.hutech.edu.vn/default.aspx?page=xemdiemthi	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/default.a59159.delayed	(from http://daotao.hutech.edu.vn/Default.aspx)
09:56:25	0/-1	---M--	301	error ('')			http://hutech.vn/homepage/images/new.gif	C:/My%20Web%20Sites/daotaoohutech/hutech.vn/homepage/images/new.a6.delayed	(from http://daotao.hutech.edu.vn/Default.aspx)
09:56:25	0/-1	---M--	301	error ('')			http://www.hutech.edu.vn/homepage/images/new.gif	C:/My%20Web%20Sites/daotaoohutech/www.hutech.edu.vn/homepage/images/new.a7.delayed	(from http://daotao.hutech.edu.vn/Default.aspx)
09:56:25	0/-1	---M--	302	error ('')			https://www.hutech.edu.vn/homepage/images/new.gif	C:/My%20Web%20Sites/daotaoohutech/www.hutech.edu.vn/homepage/images/new.a8.delayed	(from http://daotao.hutech.edu.vn/Default.aspx)
09:56:26	87040/87040	---M--	200	added ('OK')	application/vnd.ms-excel	etag:%220fb96228c79d51:0%22	http://daotao.hutech.edu.vn/Upload/file/MH%20tuong%20duong/MHTD%20CNSH-TP-MT.xls	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/Upload/file/MH%20tuong%20duong/MHTD%20CNSH-TP-MT.xls	(from http://daotao.hutech.edu.vn/default.aspx?page=chitietthongtin&id=10)
09:56:28	31232/31232	---M--	200	added ('OK')	application/msword	etag:%2240b5a361e94fd41:0%22	http://daotao.hutech.edu.vn/Upload/file/MH%20co%20tai%20lieu/HD_RMH.doc	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/Upload/file/MH%20co%20tai%20lieu/HD_RMH.doc	(from http://daotao.hutech.edu.vn/default.aspx?page=chitietthongtin&id=10)
09:56:29	34790/34790	---M--	200	added ('OK')	image/png	etag:%2224f26e17e6d5ce1:0%22	http://daotao.hutech.edu.vn/Images/content-img.png	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/Images/content-img.png	(from http://daotao.hutech.edu.vn/Default.aspx?page=thongtinsp)
09:56:37	235698/235698	---M--	200	added ('OK')	image/bmp	etag:%22e9c13a17e6d5ce1:0%22	http://daotao.hutech.edu.vn/Images/logo%20new.bmp	C:/My%20Web%20Sites/daotaoohutech/daotao.hutech.edu.vn/Images/logo%20new.bmp	(from http://daotao.hutech.edu.vn/Default.aspx?page=thongtinsp)
